nombre,rut,curso,seccion,asignatura,tipo,fecha,nota,tema
Alberto González Figueroa,10000041-5,1ro Básico,A,Ciencias Naturales,prueba,2025-05-17,86,Plantas y partes
Alberto González Figueroa,10000041-5,1ro Básico,A,Ciencias Naturales,tarea,2025-06-19,94,Cinco sentidos
Alberto González Figueroa,10000041-5,1ro Básico,A,Ciencias Naturales,evaluacion,2025-06-21,69,Ciclo del agua
Alberto González Figueroa,10000041-5,1ro Básico,A,Ciencias Naturales,prueba,2025-06-23,17,Hábitat de animales
Alberto González Figueroa,10000041-5,1ro Básico,A,Ciencias Naturales,prueba,2025-07-04,61,Seres vivos
Alberto González Figueroa,10000041-5,1ro Básico,A,Ciencias Naturales,tarea,2025-07-06,23,Plantas y partes
Alberto González Figueroa,10000041-5,1ro Básico,A,Ciencias Naturales,evaluacion,2025-08-08,68,Cinco sentidos
Alberto González Figueroa,10000041-5,1ro Básico,A,Ciencias Naturales,prueba,2025-08-10,1,Ciclo del agua
Alberto González Figueroa,10000041-5,1ro Básico,A,Ciencias Naturales,tarea,2025-09-12,48,Hábitat de animales
Alberto González Figueroa,10000041-5,1ro Básico,A,Ciencias Naturales,evaluacion,2025-09-14,84,Seres vivos
Alberto González Figueroa,10000041-5,1ro Básico,A,Ciencias Naturales,prueba,2025-10-16,67,Plantas y partes
Alberto González Figueroa,10000041-5,1ro Básico,A,Ciencias Naturales,tarea,2025-10-18,59,Cinco sentidos
Alberto González Figueroa,10000041-5,1ro Básico,A,Ciencias Naturales,evaluacion,2025-11-20,83,Ciclo del agua
Alberto González Figueroa,10000041-5,1ro Básico,A,Ciencias Naturales,prueba,2025-11-22,11,Hábitat de animales
Alberto González Figueroa,10000041-5,1ro Básico,A,Historia y Geografía,prueba,2025-03-05,5,Mi familia
Alberto González Figueroa,10000041-5,1ro Básico,A,Historia y Geografía,tarea,2025-03-07,21,Mi comunidad
Alberto González Figueroa,10000041-5,1ro Básico,A,Historia y Geografía,evaluacion,2025-04-09,99,Ubicación espacial
Alberto González Figueroa,10000041-5,1ro Básico,A,Historia y Geografía,prueba,2025-04-11,63,Tradiciones
Alberto González Figueroa,10000041-5,1ro Básico,A,Historia y Geografía,tarea,2025-05-13,2,Símbolos patrios
Alberto González Figueroa,10000041-5,1ro Básico,A,Historia y Geografía,evaluacion,2025-05-15,23,Mi familia
Alberto González Figueroa,10000041-5,1ro Básico,A,Historia y Geografía,prueba,2025-05-17,22,Mi comunidad
Alberto González Figueroa,10000041-5,1ro Básico,A,Historia y Geografía,tarea,2025-06-19,54,Ubicación espacial
Alberto González Figueroa,10000041-5,1ro Básico,A,Historia y Geografía,evaluacion,2025-06-21,94,Tradiciones
Alberto González Figueroa,10000041-5,1ro Básico,A,Historia y Geografía,prueba,2025-06-23,82,Símbolos patrios
Alberto González Figueroa,10000041-5,1ro Básico,A,Historia y Geografía,prueba,2025-07-04,77,Mi familia
Alberto González Figueroa,10000041-5,1ro Básico,A,Historia y Geografía,tarea,2025-07-06,91,Mi comunidad
Alberto González Figueroa,10000041-5,1ro Básico,A,Historia y Geografía,evaluacion,2025-08-08,25,Ubicación espacial
Alberto González Figueroa,10000041-5,1ro Básico,A,Historia y Geografía,prueba,2025-08-10,79,Tradiciones
Alberto González Figueroa,10000041-5,1ro Básico,A,Historia y Geografía,tarea,2025-09-12,13,Símbolos patrios
Alberto González Figueroa,10000041-5,1ro Básico,A,Historia y Geografía,evaluacion,2025-09-14,77,Mi familia
Alberto González Figueroa,10000041-5,1ro Básico,A,Historia y Geografía,prueba,2025-10-16,10,Mi comunidad
Alberto González Figueroa,10000041-5,1ro Básico,A,Historia y Geografía,tarea,2025-10-18,29,Ubicación espacial
Alberto González Figueroa,10000041-5,1ro Básico,A,Historia y Geografía,evaluacion,2025-11-20,77,Tradiciones
Alberto González Figueroa,10000041-5,1ro Básico,A,Historia y Geografía,prueba,2025-11-22,35,Símbolos patrios
Daniela González Jara,10000042-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-03-05,13,Comprensión lectora
Daniela González Jara,10000042-3,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-03-07,77,Escritura básica
Daniela González Jara,10000042-3,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-04-09,91,Vocales y consonantes
Daniela González Jara,10000042-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-04-11,44,Palabras frecuentes
Daniela González Jara,10000042-3,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-05-13,53,Textos breves
Daniela González Jara,10000042-3,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-05-15,14,Comprensión lectora
Daniela González Jara,10000042-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-05-17,4,Escritura básica
Daniela González Jara,10000042-3,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-06-19,67,Vocales y consonantes
Daniela González Jara,10000042-3,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-06-21,32,Palabras frecuentes
Daniela González Jara,10000042-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-06-23,48,Textos breves
Daniela González Jara,10000042-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-07-04,54,Comprensión lectora
Daniela González Jara,10000042-3,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-07-06,68,Escritura básica
Daniela González Jara,10000042-3,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-08-08,13,Vocales y consonantes
Daniela González Jara,10000042-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-08-10,96,Palabras frecuentes
Daniela González Jara,10000042-3,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-09-12,89,Textos breves
Daniela González Jara,10000042-3,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-09-14,6,Comprensión lectora
Daniela González Jara,10000042-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-10-16,62,Escritura básica
Daniela González Jara,10000042-3,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-10-18,6,Vocales y consonantes
Daniela González Jara,10000042-3,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-11-20,24,Palabras frecuentes
Daniela González Jara,10000042-3,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-11-22,25,Textos breves
Daniela González Jara,10000042-3,1ro Básico,A,Matemáticas,prueba,2025-03-05,66,Números 1-20
Daniela González Jara,10000042-3,1ro Básico,A,Matemáticas,tarea,2025-03-07,27,Suma y resta básica
Daniela González Jara,10000042-3,1ro Básico,A,Matemáticas,evaluacion,2025-04-09,55,Figuras geométricas
Daniela González Jara,10000042-3,1ro Básico,A,Matemáticas,prueba,2025-04-11,16,Secuencias numéricas
Daniela González Jara,10000042-3,1ro Básico,A,Matemáticas,tarea,2025-05-13,40,Comparación de cantidades
Daniela González Jara,10000042-3,1ro Básico,A,Matemáticas,evaluacion,2025-05-15,33,Números 1-20
Daniela González Jara,10000042-3,1ro Básico,A,Matemáticas,prueba,2025-05-17,58,Suma y resta básica
Daniela González Jara,10000042-3,1ro Básico,A,Matemáticas,tarea,2025-06-19,75,Figuras geométricas
Daniela González Jara,10000042-3,1ro Básico,A,Matemáticas,evaluacion,2025-06-21,34,Secuencias numéricas
Daniela González Jara,10000042-3,1ro Básico,A,Matemáticas,prueba,2025-06-23,34,Comparación de cantidades
Daniela González Jara,10000042-3,1ro Básico,A,Matemáticas,prueba,2025-07-04,38,Números 1-20
Daniela González Jara,10000042-3,1ro Básico,A,Matemáticas,tarea,2025-07-06,6,Suma y resta básica
Daniela González Jara,10000042-3,1ro Básico,A,Matemáticas,evaluacion,2025-08-08,91,Figuras geométricas
Daniela González Jara,10000042-3,1ro Básico,A,Matemáticas,prueba,2025-08-10,26,Secuencias numéricas
Daniela González Jara,10000042-3,1ro Básico,A,Matemáticas,tarea,2025-09-12,91,Comparación de cantidades
Daniela González Jara,10000042-3,1ro Básico,A,Matemáticas,evaluacion,2025-09-14,47,Números 1-20
Daniela González Jara,10000042-3,1ro Básico,A,Matemáticas,prueba,2025-10-16,88,Suma y resta básica
Daniela González Jara,10000042-3,1ro Básico,A,Matemáticas,tarea,2025-10-18,92,Figuras geométricas
Daniela González Jara,10000042-3,1ro Básico,A,Matemáticas,evaluacion,2025-11-20,83,Secuencias numéricas
Daniela González Jara,10000042-3,1ro Básico,A,Matemáticas,prueba,2025-11-22,35,Comparación de cantidades
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,prueba,2025-03-05,4,Seres vivos
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,tarea,2025-03-07,12,Plantas y partes
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,evaluacion,2025-04-09,91,Cinco sentidos
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,prueba,2025-04-11,38,Ciclo del agua
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,tarea,2025-05-13,56,Hábitat de animales
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,evaluacion,2025-05-15,10,Seres vivos
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,prueba,2025-05-17,92,Plantas y partes
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,tarea,2025-06-19,49,Cinco sentidos
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,evaluacion,2025-06-21,24,Ciclo del agua
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,prueba,2025-06-23,60,Hábitat de animales
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,prueba,2025-07-04,98,Seres vivos
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,tarea,2025-07-06,81,Plantas y partes
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,evaluacion,2025-08-08,86,Cinco sentidos
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,prueba,2025-08-10,9,Ciclo del agua
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,tarea,2025-09-12,18,Hábitat de animales
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,evaluacion,2025-09-14,91,Seres vivos
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,prueba,2025-10-16,2,Plantas y partes
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,tarea,2025-10-18,25,Cinco sentidos
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,evaluacion,2025-11-20,43,Ciclo del agua
Daniela González Jara,10000042-3,1ro Básico,A,Ciencias Naturales,prueba,2025-11-22,55,Hábitat de animales
Daniela González Jara,10000042-3,1ro Básico,A,Historia y Geografía,prueba,2025-03-05,10,Mi familia
Daniela González Jara,10000042-3,1ro Básico,A,Historia y Geografía,tarea,2025-03-07,62,Mi comunidad
Daniela González Jara,10000042-3,1ro Básico,A,Historia y Geografía,evaluacion,2025-04-09,86,Ubicación espacial
Daniela González Jara,10000042-3,1ro Básico,A,Historia y Geografía,prueba,2025-04-11,1,Tradiciones
Daniela González Jara,10000042-3,1ro Básico,A,Historia y Geografía,tarea,2025-05-13,35,Símbolos patrios
Daniela González Jara,10000042-3,1ro Básico,A,Historia y Geografía,evaluacion,2025-05-15,98,Mi familia
Daniela González Jara,10000042-3,1ro Básico,A,Historia y Geografía,prueba,2025-05-17,25,Mi comunidad
Daniela González Jara,10000042-3,1ro Básico,A,Historia y Geografía,tarea,2025-06-19,42,Ubicación espacial
Daniela González Jara,10000042-3,1ro Básico,A,Historia y Geografía,evaluacion,2025-06-21,58,Tradiciones
Daniela González Jara,10000042-3,1ro Básico,A,Historia y Geografía,prueba,2025-06-23,7,Símbolos patrios
Daniela González Jara,10000042-3,1ro Básico,A,Historia y Geografía,prueba,2025-07-04,11,Mi familia
Daniela González Jara,10000042-3,1ro Básico,A,Historia y Geografía,tarea,2025-07-06,4,Mi comunidad
Daniela González Jara,10000042-3,1ro Básico,A,Historia y Geografía,evaluacion,2025-08-08,79,Ubicación espacial
Daniela González Jara,10000042-3,1ro Básico,A,Historia y Geografía,prueba,2025-08-10,90,Tradiciones
Daniela González Jara,10000042-3,1ro Básico,A,Historia y Geografía,tarea,2025-09-12,14,Símbolos patrios
Daniela González Jara,10000042-3,1ro Básico,A,Historia y Geografía,evaluacion,2025-09-14,23,Mi familia
Daniela González Jara,10000042-3,1ro Básico,A,Historia y Geografía,prueba,2025-10-16,54,Mi comunidad
Daniela González Jara,10000042-3,1ro Básico,A,Historia y Geografía,tarea,2025-10-18,25,Ubicación espacial
Daniela González Jara,10000042-3,1ro Básico,A,Historia y Geografía,evaluacion,2025-11-20,26,Tradiciones
Daniela González Jara,10000042-3,1ro Básico,A,Historia y Geografía,prueba,2025-11-22,73,Símbolos patrios
Roberto González Campos,10000043-1,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-03-05,38,Comprensión lectora
Roberto González Campos,10000043-1,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-03-07,8,Escritura básica
Roberto González Campos,10000043-1,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-04-09,43,Vocales y consonantes
Roberto González Campos,10000043-1,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-04-11,17,Palabras frecuentes
Roberto González Campos,10000043-1,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-05-13,63,Textos breves
Roberto González Campos,10000043-1,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-05-15,59,Comprensión lectora
Roberto González Campos,10000043-1,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-05-17,67,Escritura básica
Roberto González Campos,10000043-1,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-06-19,39,Vocales y consonantes
Roberto González Campos,10000043-1,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-06-21,49,Palabras frecuentes
Roberto González Campos,10000043-1,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-06-23,94,Textos breves
Roberto González Campos,10000043-1,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-07-04,23,Comprensión lectora
Roberto González Campos,10000043-1,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-07-06,23,Escritura básica
Roberto González Campos,10000043-1,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-08-08,71,Vocales y consonantes
Roberto González Campos,10000043-1,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-08-10,74,Palabras frecuentes
Roberto González Campos,10000043-1,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-09-12,5,Textos breves
Roberto González Campos,10000043-1,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-09-14,41,Comprensión lectora
Roberto González Campos,10000043-1,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-10-16,34,Escritura básica
Roberto González Campos,10000043-1,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-10-18,38,Vocales y consonantes
Roberto González Campos,10000043-1,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-11-20,78,Palabras frecuentes
Roberto González Campos,10000043-1,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-11-22,71,Textos breves
Roberto González Campos,10000043-1,1ro Básico,A,Matemáticas,prueba,2025-03-05,46,Números 1-20
Roberto González Campos,10000043-1,1ro Básico,A,Matemáticas,tarea,2025-03-07,88,Suma y resta básica
Roberto González Campos,10000043-1,1ro Básico,A,Matemáticas,evaluacion,2025-04-09,7,Figuras geométricas
Roberto González Campos,10000043-1,1ro Básico,A,Matemáticas,prueba,2025-04-11,71,Secuencias numéricas
Roberto González Campos,10000043-1,1ro Básico,A,Matemáticas,tarea,2025-05-13,78,Comparación de cantidades
Roberto González Campos,10000043-1,1ro Básico,A,Matemáticas,evaluacion,2025-05-15,66,Números 1-20
Roberto González Campos,10000043-1,1ro Básico,A,Matemáticas,prueba,2025-05-17,5,Suma y resta básica
Roberto González Campos,10000043-1,1ro Básico,A,Matemáticas,tarea,2025-06-19,97,Figuras geométricas
Roberto González Campos,10000043-1,1ro Básico,A,Matemáticas,evaluacion,2025-06-21,33,Secuencias numéricas
Roberto González Campos,10000043-1,1ro Básico,A,Matemáticas,prueba,2025-06-23,27,Comparación de cantidades
Roberto González Campos,10000043-1,1ro Básico,A,Matemáticas,prueba,2025-07-04,70,Números 1-20
Roberto González Campos,10000043-1,1ro Básico,A,Matemáticas,tarea,2025-07-06,25,Suma y resta básica
Roberto González Campos,10000043-1,1ro Básico,A,Matemáticas,evaluacion,2025-08-08,79,Figuras geométricas
Roberto González Campos,10000043-1,1ro Básico,A,Matemáticas,prueba,2025-08-10,42,Secuencias numéricas
Roberto González Campos,10000043-1,1ro Básico,A,Matemáticas,tarea,2025-09-12,36,Comparación de cantidades
Roberto González Campos,10000043-1,1ro Básico,A,Matemáticas,evaluacion,2025-09-14,10,Números 1-20
Roberto González Campos,10000043-1,1ro Básico,A,Matemáticas,prueba,2025-10-16,24,Suma y resta básica
Roberto González Campos,10000043-1,1ro Básico,A,Matemáticas,tarea,2025-10-18,76,Figuras geométricas
Roberto González Campos,10000043-1,1ro Básico,A,Matemáticas,evaluacion,2025-11-20,53,Secuencias numéricas
Roberto González Campos,10000043-1,1ro Básico,A,Matemáticas,prueba,2025-11-22,24,Comparación de cantidades
Roberto González Campos,10000043-1,1ro Básico,A,Ciencias Naturales,prueba,2025-03-05,30,Seres vivos
Roberto González Campos,10000043-1,1ro Básico,A,Ciencias Naturales,tarea,2025-03-07,27,Plantas y partes
Roberto González Campos,10000043-1,1ro Básico,A,Ciencias Naturales,evaluacion,2025-04-09,21,Cinco sentidos
Roberto González Campos,10000043-1,1ro Básico,A,Ciencias Naturales,prueba,2025-04-11,65,Ciclo del agua
Roberto González Campos,10000043-1,1ro Básico,A,Ciencias Naturales,tarea,2025-05-13,19,Hábitat de animales
Roberto González Campos,10000043-1,1ro Básico,A,Ciencias Naturales,evaluacion,2025-05-15,45,Seres vivos
Roberto González Campos,10000043-1,1ro Básico,A,Ciencias Naturales,prueba,2025-05-17,83,Plantas y partes
Roberto González Campos,10000043-1,1ro Básico,A,Ciencias Naturales,tarea,2025-06-19,81,Cinco sentidos
Roberto González Campos,10000043-1,1ro Básico,A,Ciencias Naturales,evaluacion,2025-06-21,18,Ciclo del agua
Roberto González Campos,10000043-1,1ro Básico,A,Ciencias Naturales,prueba,2025-06-23,4,Hábitat de animales
Roberto González Campos,10000043-1,1ro Básico,A,Ciencias Naturales,prueba,2025-07-04,74,Seres vivos
Roberto González Campos,10000043-1,1ro Básico,A,Ciencias Naturales,tarea,2025-07-06,87,Plantas y partes
Roberto González Campos,10000043-1,1ro Básico,A,Ciencias Naturales,evaluacion,2025-08-08,49,Cinco sentidos
Roberto González Campos,10000043-1,1ro Básico,A,Ciencias Naturales,prueba,2025-08-10,42,Ciclo del agua
